nomination_id,movie_id,category,ceremony_year,film_year,won
2221,622,Outstanding Male Actor - Supporting Role,2002,2001,TRUE
2222,882,Outstanding Male Actor - Supporting Role,2003,2002,TRUE
2223,390,Outstanding Male Actor - Supporting Role,2004,2003,TRUE
2224,481,Outstanding Male Actor - Supporting Role,2005,2004,TRUE
2225,506,Outstanding Male Actor - Supporting Role,2006,2005,TRUE
2226,336,Outstanding Male Actor - Supporting Role,2007,2006,TRUE
2227,400,Outstanding Male Actor - Supporting Role,2008,2007,TRUE
2228,364,Outstanding Male Actor - Supporting Role,2009,2008,TRUE
2229,289,Outstanding Male Actor - Supporting Role,2010,2009,TRUE
2230,567,Outstanding Male Actor - Supporting Role,2011,2010,TRUE
2231,519,Outstanding Male Actor - Supporting Role,2012,2011,TRUE
2232,334,Outstanding Male Actor - Supporting Role,2013,2012,TRUE
2233,158,Outstanding Male Actor - Supporting Role,2014,2013,TRUE
2234,105,Outstanding Male Actor - Supporting Role,2015,2014,TRUE
2235,531,Outstanding Male Actor - Supporting Role,2016,2015,TRUE
2236,349,Outstanding Male Actor - Supporting Role,2017,2016,TRUE
2237,781,Outstanding Male Actor - Supporting Role,2018,2017,TRUE
2238,731,Outstanding Male Actor - Supporting Role,2019,2018,TRUE
2239,408,Outstanding Male Actor - Supporting Role,2020,2019,TRUE
2240,565,Outstanding Male Actor - Supporting Role,2021,2020,TRUE
2241,144,Outstanding Male Actor - Supporting Role,2022,2021,TRUE
2242,200,Outstanding Male Actor - Supporting Role,2023,2022,TRUE
2243,415,Outstanding Male Actor - Supporting Role,2024,2023,TRUE
2244,22,Outstanding Male Actor - Supporting Role,2025,2024,TRUE
2245,409,Outstanding Male Actor - Supporting Role,2026,2025,TRUE
2246,117,Outstanding Female Actor - Supporting Role,1995,1994,TRUE
2247,167,Outstanding Female Actor - Supporting Role,1996,1995,TRUE
2248,560,Outstanding Female Actor - Supporting Role,1997,1996,TRUE
2249,241,Outstanding Female Actor - Supporting Role,1998,1997,TRUE
2250,474,Outstanding Female Actor - Supporting Role,1999,1998,TRUE
2251,49,Outstanding Female Actor - Supporting Role,2000,1999,TRUE
2252,137,Outstanding Female Actor - Supporting Role,2001,2000,TRUE
2253,244,Outstanding Female Actor - Supporting Role,2002,2001,TRUE
2254,134,Outstanding Female Actor - Supporting Role,2003,2002,TRUE
2255,145,Outstanding Female Actor - Supporting Role,2004,2003,TRUE
2256,365,Outstanding Female Actor - Supporting Role,2005,2004,TRUE
2257,152,Outstanding Female Actor - Supporting Role,2006,2005,TRUE
2258,81,Outstanding Female Actor - Supporting Role,2007,2006,TRUE
2259,400,Outstanding Female Actor - Supporting Role,2008,2007,TRUE
2260,879,Outstanding Female Actor - Supporting Role,2009,2008,TRUE
2261,433,Outstanding Female Actor - Supporting Role,2010,2009,TRUE
2262,567,Outstanding Female Actor - Supporting Role,2011,2010,TRUE
2263,519,Outstanding Female Actor - Supporting Role,2012,2011,TRUE
2264,334,Outstanding Female Actor - Supporting Role,2013,2012,TRUE
2265,52,Outstanding Female Actor - Supporting Role,2014,2013,TRUE
2266,105,Outstanding Female Actor - Supporting Role,2015,2014,TRUE
2267,656,Outstanding Female Actor - Supporting Role,2016,2015,TRUE
2268,376,Outstanding Female Actor - Supporting Role,2017,2016,TRUE
2269,781,Outstanding Female Actor - Supporting Role,2018,2017,TRUE
2270,566,Outstanding Female Actor - Supporting Role,2019,2018,TRUE
2271,408,Outstanding Female Actor - Supporting Role,2020,2019,TRUE
2272,436,Outstanding Female Actor - Supporting Role,2021,2020,TRUE
2273,144,Outstanding Female Actor - Supporting Role,2022,2021,TRUE
2274,200,Outstanding Female Actor - Supporting Role,2023,2022,TRUE
2275,415,Outstanding Female Actor - Supporting Role,2024,2023,TRUE
2276,197,Outstanding Female Actor - Supporting Role,2025,2024,TRUE
2277,740,Outstanding Female Actor - Supporting Role,2026,2025,TRUE
